"","X","U.1","U.2","U.3","U.4","U.5","U.6","cenRt","time","status","censoring","block"
"521",1,-0.0571783334985782,0.869907654781636,0.330450791248627,-2.01457623163157,-0.881378570581805,0.150791738581634,0.3995,0.792189628012548,1,1.96901986375451,1
"1461",0,0.186069554382599,-0.470040734277809,-0.758740113410601,0.656827335000952,1.68778562464258,-2.25952341182351,0.3995,0.309741314360487,1,1.84788201889023,1
"1328",0,0.130337185987188,-0.364679223908401,-0.260739406380657,-0.265360906297309,0.625190224700881,-0.0705011490983467,0.3995,1.23910260554511,1,1.74543370027095,1
"463",1,0.696348414107457,0.39967577311241,-1.68976810469989,0.297912948086545,1.27334165034711,-0.066675975179694,0.3995,0.199547230367052,1,1.10243204492144,1
"1680",0,-1.01835846391784,-1.1412076214856,0.321063493290933,-1.2804082753179,1.01501657748045,0.985632359527754,0.3995,1.72561984226098,1,1.8143534513656,1
"1576",1,1.42328737232646,-1.15836788865916,-1.08895424309004,-1.02683107814268,1.66067468503506,0.281132081995912,0.3995,0.518123814752559,1,1.45358174736612,1
"1261",1,-0.0247014342556364,1.16715298031195,-0.657040106682894,0.493254988835167,-0.23667054042915,2.31915640538013,0.3995,0.43874081899412,0,0.43874081899412,1
"1426",0,0.254897032122822,-0.149021483369246,0.00463078865228407,0.877596960482993,0.799725695868616,-0.213212135256324,0.3995,0.153660360330934,1,2.03067631158046,1
"651",1,-0.824953740379278,1.38313959225157,-1.25189606283655,1.96264238729981,-0.755365911191474,0.474465973135495,0.3995,0.298997396137565,0,0.298997396137565,1
"258",0,1.77137186687289,0.145836308047627,0.615084993617356,0.283014450468235,1.16939737787169,-0.559576350392501,0.3995,0.509804196011673,1,0.634529558010399,1
"1583",1,0.907270623888368,0.348585376328978,0.0824968302728783,-0.409037165370015,-0.900792602913693,0.214187155021547,0.3995,0.50310526001603,1,0.687237223377451,1
"896",0,1.62113399571369,1.6206579120452,0.560624354835295,1.70183566347779,1.89533053836356,0.631288517595519,0.3995,0.129923948362111,1,1.00738500617445,1
"1745",1,-1.45922124189497,-0.413466118659982,0.651942207630216,0.670512328433204,-1.85048035527901,-0.559795695891694,0.3995,2.13219582173042,0,2.13219582173042,1
"145",1,1.71614616680897,-0.930934746127359,-2.61598017945431,0.895514615529705,-0.00995737700203598,-0.529478487593961,0.3995,0.611448072672315,1,1.2604283192195,1
"1444",1,0.048024568596412,-0.970667001753699,-1.0124042939127,1.1326539686988,0.280248395986828,-0.242752854980925,0.3995,1.10900464844527,1,1.63259126641788,1
"32",0,0.0867360782438256,0.557099194162965,0.151286163018103,-0.355616641514276,0.387480605431712,-0.883835491176198,0.3995,0.434629969320441,1,1.08249812177382,1
"1082",1,-0.923992525736203,-2.21718143962777,-1.00520532186504,-0.143168546303923,0.251539727799666,2.13054971824879,0.3995,1.40317142085933,1,2.27752005541697,1
"180",0,-0.130656688169099,-0.140213469986626,2.12619928541138,0.82149408357308,-1.03393500503004,-1.3496170427568,0.3995,0.596303852238803,1,1.72715006000362,1
"188",1,-0.0486841304552843,0.159342141626068,0.54256666283982,0.0473604986263692,-0.803385914408976,-0.157810121340689,0.3995,0.638075541006401,0,0.638075541006401,1
"1379",1,-1.05966537089831,-0.28280866460363,-1.6524197319248,0.197118930807806,-1.55541841675666,1.62828868552077,0.3995,0.0348836285993457,0,0.0348836285993457,1
"581",1,0.490386411917405,-0.721184074233968,0.913332998490557,0.0631073653495106,-0.630819162315888,-0.557842962975024,0.3995,1.53834084553863,1,1.58188341837376,1
"1566",1,-2.64682088547327,-0.0961810086235485,0.116005739211145,-0.775121363001331,1.04491518138896,2.02243910929604,0.3995,1.13554078303919,1,1.75266198045574,1
"42",1,-0.300922187312146,0.00699203081628704,-0.250171683362231,-1.91623035894666,1.05357633835063,-1.94970508768944,0.3995,1.51032564055069,1,1.99256255524233,1
"636",1,-0.23171662848883,-1.15072353723036,0.75794572412655,1.18693643714436,-0.0561410876501111,-1.07566374031299,0.3995,1.34905683179386,0,1.34905683179386,1
"1197",1,0.10619064799619,1.76550908789954,0.615403884624431,0.0640237642684246,0.298233677786611,1.0237197949487,0.3995,0.381694518138544,1,1.07060294109397,1
"770",0,-0.181959459030561,-0.343089406127764,-0.0272378547955901,-0.601836273428375,1.78036186698642,1.60878112153636,0.3995,1.03844779875851,1,2.44461650191806,1
"1992",0,-0.821263173744966,-0.429560019299538,1.24295332845591,-1.1823539035072,-0.150116554410904,-2.18895229790132,0.3995,2.56190591608174,0,2.56190591608174,1
"1210",1,0.653492116591666,-1.54265342598262,-0.0121467081147039,-1.0653865139376,0.514287744424352,-1.02726870495512,0.3995,0.123064978513867,0,0.123064978513867,1
"952",0,-0.734673647106382,0.631608986547695,-0.38200859829324,-0.226736112613057,-0.185032137059471,1.54669190992377,0.3995,0.466176688671112,0,0.466176688671112,1
"850",1,0.693506200535781,0.0611031150815849,-0.0730336011925835,-1.39754285015048,-0.672053584202095,0.364076662499395,0.3995,0.429132201795608,1,2.71395098394714,1
"1965",1,-2.16521141188722,-0.549310326879655,0.68323171538538,-0.433575778645053,-0.593664681463849,-1.94930681343482,0.3995,0.986267076339573,0,0.986267076339573,1
"45",1,1.10281974645044,-0.839172586538014,1.26438334136298,-0.510681641276174,0.150454003436138,-0.363064271032168,0.3995,0.580667759058997,0,0.580667759058997,1
"958",0,-0.380297309144761,-0.304203141979038,-2.02529885586301,-0.579596986956166,-0.855819088632365,0.659730736611352,0.3995,0.450262940727582,1,1.42506891489029,1
"332",0,0.832520622283836,1.59052864673955,0.469569043904505,-1.33477276482994,1.76579593862503,0.325638982071544,0.3995,0.470865766848162,1,1.33774412004277,1
"1602",0,1.98181483188002,2.38523058613475,0.786261889297714,1.79564251888138,-0.54334932721836,-1.00862109537318,0.3995,0.16711039585249,1,2.07903058687225,1
"1835",0,0.485961707265007,-0.510363332730366,2.22356948621815,-1.49979599923199,0.804897434191419,-1.78972530149758,0.3995,1.0211165570654,0,1.0211165570654,1
"233",1,1.71455160258653,0.0337483474926774,1.47634992045438,1.65586094899106,-1.37050732961587,-1.92142028244111,0.3995,0.198564415991091,1,1.17951704096049,1
"1863",1,-0.803308257660918,0.351290429250577,1.05163918097993,-0.559275120244011,-0.279802356696863,0.334121282030617,0.3995,0.46363415219821,0,0.46363415219821,1
"1985",1,0.00297697404578162,1.11068498650348,-1.47484067519678,0.732753249090754,-0.298799955157741,0.0919951898562432,0.3995,0.22861844237917,1,0.887134022545069,1
"1711",1,0.803098933470109,-1.88794127034578,2.58040094528572,0.537193991795909,-0.27313515932176,-0.720548700616503,0.3995,1.5261132551659,1,2.94048341922462,1
"1957",1,-2.08903987591284,0.271872104364572,0.188588099906654,1.27548166541996,-1.0614947406373,2.44621737150412,0.3995,2.37071149237454,0,2.37071149237454,1
"499",0,0.903071098083038,1.09308540692889,-0.412998947001367,-0.422599886917152,1.35164504876554,-0.620388441681215,0.3995,0.46941149700433,0,0.46941149700433,1
"1160",0,0.0785800096325306,-0.465441468159988,1.33173585600338,0.313536581583274,0.561719518494774,1.44473900873611,0.3995,1.75192030225369,1,2.28374272584915,1
"797",0,0.637005286359412,-1.5665507803002,1.1525368789795,-0.820108527964703,1.39256896159188,-1.44753808043059,0.3995,0.0927018702495843,0,0.0927018702495843,1
"1496",0,0.881615499326854,-0.488019875750178,0.819404336767115,-0.0138622245140114,-0.576885908795966,-0.392600786378562,0.3995,0.590584479385875,1,2.5474382895045,1
"795",1,-0.166717613486323,-1.02509897592893,-0.34152345172366,-0.886738436009982,0.0794128357710998,-0.788741908541292,0.3995,1.18025220307517,1,1.37310260860249,1
"1158",0,-1.0455438881315,-0.00500674351280793,-0.828093368809314,-0.541450492977604,0.185123732559405,-0.927760483376311,0.3995,0.770019351504743,0,0.770019351504743,1
"1964",0,1.84264452579818,-1.26988978898556,1.28894313819301,2.54438610312519,-0.979166078774859,0.319747287022807,0.3995,0.757429697262513,1,1.96466492931359,1
"962",0,-0.102237762502044,2.53290726738272,-1.53946338283327,0.910275043739162,1.96851368538103,-1.18781514150989,0.3995,0.210251148527222,1,2.683617078932,1
"172",1,-0.715009477481194,1.58189237666845,0.0576116232344583,0.784180361792724,-1.33355682692813,2.14425430371995,0.3995,0.66486729355529,0,0.66486729355529,1
"1367",1,-0.840030798495668,1.66316887625826,1.7202385300691,-0.88570353250401,0.191290843975207,0.759715321018186,0.3995,0.32729846340649,1,0.748087173560634,1
"1364",0,-0.732984898652571,-0.805841440547853,-0.343922311345296,1.83334918917931,-0.347193979693079,0.979904643993963,0.3995,1.52348344610073,0,1.52348344610073,1
"400",0,0.495244302047578,0.294748307820801,0.807616958536523,-1.3663210003778,-1.25148120295782,-0.152026158349501,0.3995,0.0851320945395328,1,1.51282992213964,1
"1799",0,-0.353925481512138,-0.85334962409288,-1.69706698122125,1.1773357148899,1.33348383524444,-0.989402467585456,0.3995,0.415570787619799,0,0.415570787619799,1
"200",0,0.352608780979699,-0.250009221423277,-1.75652023871741,0.637363607146704,-0.290705539505241,0.982242749146703,0.3995,0.836833513982693,1,1.13450536178425,1
"1296",0,0.328272441141012,1.19444143091633,0.281289530913705,0.253379739344342,-1.70999860581754,-0.0328926946473293,0.3995,1.18417839682661,0,1.18417839682661,1
"1761",0,0.907376131226388,-1.82296898570054,1.01119973853668,-1.07218661721853,0.484465201249839,1.71434389967069,0.3995,1.00609431462362,0,1.00609431462362,1
"1348",0,-0.185400055617074,0.091991538978312,-0.449752156102169,-0.664566934956204,-0.140530654797904,1.18059212609427,0.3995,2.28638508031145,0,2.28638508031145,1
"741",0,0.761861067712924,0.175450388264231,-0.372810944403477,-0.944148477652608,-1.09591531732637,0.01465362289888,0.3995,0.534624615901124,1,1.15579729084857,1
"394",1,-0.223356733321181,0.763444668440168,-1.63651503830727,0.343776732429326,0.469610321162085,-2.36766465636005,0.3995,0.183533461123607,1,1.7785477519501,1
"1991",0,-1.64878011432906,-0.390109957002508,-0.0836926234239999,0.613197090136635,1.02709533336186,-0.715871671966817,0.3995,1.19149611805201,1,1.36108172312379,1
"852",1,-0.230965802785845,-1.19018349898376,-1.04024001660316,0.576628477942902,0.176674891884273,0.28175488545018,0.3995,0.155178381828591,0,0.155178381828591,1
"13",1,-0.344343093519749,-1.37441872512466,0.179025141687067,-1.47483244829223,-1.10539716416672,1.36512883641157,0.3995,0.673736283717414,1,2.58115704031661,1
"1796",1,-0.790773842980066,0.757399903844398,0.234804282181728,0.20786343471272,0.395155307456795,0.0694786809837801,0.3995,0.996806287777897,1,2.87724542361684,1
"251",1,1.04567409207854,-0.263956398470738,0.603468525630307,-1.03703435459346,0.137556331920445,-1.69728125437396,0.3995,0.308104257467532,1,0.887752588838339,1
"1402",0,-0.882019715936642,1.04414028855716,1.90600727381441,-0.263995315250681,-0.137714094233338,0.536279888290137,0.3995,0.823861445493271,1,1.99880976020359,1
"501",1,-0.95190488797382,-0.978713955065083,1.46809565401812,2.06319778929123,-0.216120056028837,0.235647910925975,0.3995,0.869634615687705,1,2.08294866909273,1
"1585",1,0.832218186745418,-1.37015113150871,-0.439506829267459,0.648847028946274,0.164624863332529,-0.728114799006498,0.3995,0.59793762601328,1,2.06946538039483,1
"1974",1,0.0167818034692787,-1.08629981280235,-1.07998830435441,0.630479170869144,0.974800377593112,-0.566250170166053,0.3995,0.448408174163121,1,2.60250842222013,1
"1446",0,1.38384859924762,0.156613699494083,-1.0008045578736,-0.904838585091065,2.72952633101483,-0.655416985161939,0.3995,0.156622168216529,1,0.345095784170553,1
"1306",0,-0.267091461740724,-0.785649604241178,0.444616953377303,-0.243763205427549,-0.947728660068334,-0.150900285089877,0.3995,1.42293164902367,0,1.42293164902367,1
"1528",0,0.680853554904197,-2.98863261649692,-0.0911966940624503,-0.261827889727445,-0.446154085418683,-0.467618983863513,0.3995,2.49665258615278,0,2.49665258615278,1
"1013",1,-1.8902218781321,0.600827419849764,0.099090183984118,-1.13531488646894,0.865851006723587,1.08221149231811,0.3995,0.39958151238772,1,2.53776789503172,1
"1456",1,-0.874072947308429,-0.9943000028254,-0.621575404703293,1.01841844387373,-0.558328800964612,1.1754987071312,0.3995,1.81835393357302,1,2.31228691642173,1
"1078",1,-0.367159670383577,0.735735813736967,-1.22637018863709,-1.24201788147015,1.09332254638778,1.09366275050625,0.3995,0.209261393759176,1,2.85704279341735,1
"1825",0,-0.0925901649239119,1.58372675986062,0.0916708350072423,0.369401825205739,2.63553617113246,-0.71081724398536,0.3995,0.0998552866875381,1,1.8224611657206,1
"913",0,-0.41672135613001,0.032292940812647,-0.439369974601797,-0.249906183193196,-1.85711315096629,-1.20177065961692,0.3995,0.988657666370273,0,0.988657666370273,1
"325",1,0.0478460954025929,1.74702974288629,-0.854378861620067,-1.14154800358546,0.651026319472753,-0.872885468609653,0.3995,0.122659119777381,0,0.122659119777381,1
"1091",1,-0.208303948143154,-0.137929219857659,-0.593417009771727,-2.01386344862658,1.54216085979965,-1.20766070575957,0.3995,0.303193382647137,1,1.12067225715145,1
"843",0,0.529334617354172,-0.634884639482934,0.35990728022055,-2.08245152655766,1.7085290842147,-1.58353308065187,0.3995,0.617315381853416,1,2.09000929724425,1
"1471",1,0.483861654806625,-0.563726491397556,-0.971383650111128,0.395717805116756,1.0321499600363,-0.920578183017556,0.3995,0.426550631314662,1,2.1595503820572,1
"552",0,0.784552728505216,-0.582528303183751,0.369684629679257,1.23075785957209,0.0283044243703365,-0.4266064310091,0.3995,0.213941862955024,1,2.96513227955438,1
"115",1,-1.30487530228911,-0.212372168000793,1.80733243552804,-0.471509334413968,-0.71702404092106,-0.626783414944414,0.3995,0.163050853880122,0,0.163050853880122,1
"1484",1,-0.510316734797721,0.489662444440744,-0.931101757046352,-0.212203396440638,0.42492323309463,0.207371283587894,0.3995,0.626221683647573,1,1.29462096048519,1
"1320",0,1.25899539104676,-1.15131904850053,-1.21152235115335,-0.509945200736989,-0.667996013748139,0.0758019451409195,0.3995,2.07938298862427,0,2.07938298862427,1
"119",1,0.161560564782545,-0.535876883479417,-0.759774514390517,1.9311611090909,0.423030111330658,-1.87510983428899,0.3995,0.367036391493202,1,2.86980846896768,1
"1726",1,-0.056674324724467,-1.19215011226369,0.13146115631307,-0.556408588145401,-0.72620136746609,-1.26748173303121,0.3995,0.155821482594381,1,0.853500651195645,1
"1637",0,-0.419442837909875,-0.179862541222913,0.230461830489236,0.72325121581599,1.14201016929531,-0.564414651042812,0.3995,0.875778457350647,1,1.18855424900539,1
"862",1,0.0244200121543709,-0.90640966564192,-0.251866814602809,1.1198891680035,-0.521619499296231,-0.353241863915491,0.3995,0.995936770875143,1,1.8114266905468,1
"566",0,-0.393137767318802,0.00231159608564654,-0.587737722539971,0.849646912631834,0.161970584914163,1.37118630373597,0.3995,0.705707817804068,0,0.705707817804068,1
"1555",0,0.0145223918392758,0.620301283723069,0.29501848285593,-0.898616869333415,-0.220444791085432,0.891720446661394,0.3995,0.102447474841028,0,0.102447474841028,1
"527",1,1.06472958648906,-1.27379779620215,0.571515021306328,-0.829576540908637,0.692298534420982,0.456441812685282,0.3995,0.379992047468646,1,1.62745042028837,1
"117",1,0.519039482354856,2.59682505276061,-1.1113390806563,-2.56327918086253,-0.329046469151882,-0.380792725348437,0.3995,0.467395810643211,0,0.467395810643211,1
"152",0,-0.312746659971792,0.849750767757813,-1.73575186377094,0.234124690646496,-0.224003186382118,-0.257852492450632,0.3995,1.47399057378061,0,1.47399057378061,1
"376",1,-1.53762020526586,-0.753994923183303,-0.664801646007385,1.44593404618568,-0.810470947308725,1.24796441656896,0.3995,0.993082474601119,1,1.82381402654573,1
"1108",1,-1.53559217442155,0.90323680962227,-1.61598139307067,-0.734541618485446,-0.27829183714557,-0.650311822338403,0.3995,0.0685384750831872,0,0.0685384750831872,1
"627",0,-0.545978463217838,0.0448895825450818,2.12109278054561,0.0138033643335704,-0.358971761979291,0.697532570808538,0.3995,0.857213857350871,0,0.857213857350871,1
"1891",0,-2.50141371292014,0.73770235405846,-0.27857305154528,0.491262009714335,-0.733065370980312,-0.288600222727746,0.3995,0.0911321779713035,0,0.0911321779713035,1
"327",1,1.44123663098068,-0.151673885732645,0.776932510306686,-0.844684604356068,-0.114100647380976,0.182414352684056,0.3995,0.214806774354475,1,1.56321241683327,1
"103",0,1.04981415027871,-2.41019686193761,1.8354881810918,0.364465099871564,-1.68173088807515,-2.31028746678506,0.3995,0.69835994369654,1,2.57152634672821,1
"236",1,1.01445105850295,0.313867973200847,-0.0788313542493295,0.286526571589195,1.16659180545476,-0.464769230205336,0.3995,0.40149908758542,1,2.08965901401825,1
"1342",0,-0.106513886502687,1.10323128326984,-0.91150551177076,-0.774658029102667,-0.14262028161064,-1.06821261511682,0.3995,1.26685693011519,1,2.25977330328897,1
"202",1,-0.752099447168442,0.525256268775481,0.344721429275072,0.84397061538611,0.545024503086253,0.898047487292305,0.3995,0.255582346970989,1,1.19705776660703,1
"921",0,1.14852115455161,0.660702569687265,-0.375168874382771,1.28082285962256,1.52464839152314,0.160429088691871,0.3995,0.0370354761835188,0,0.0370354761835188,1
"1626",0,-0.466297305471546,0.533213184509621,1.40721024687559,-2.42229178098495,-0.10845602779565,1.24958147313467,0.3995,1.74616107624024,0,1.74616107624024,1
"1401",1,-1.98821288358096,1.41136781880843,0.037886816598015,-1.85029904486568,0.981888434958692,1.87251071027679,0.3995,1.09886242146604,0,1.09886242146604,1
"518",1,0.164834870191696,0.764383885518419,-1.86455055248989,-1.59519989006981,0.174768424447267,0.607589384254085,0.3995,0.513306702524138,1,1.68174477433786,1
"61",1,0.330706016955989,-0.252106071271494,0.963181226170347,0.940331763667667,1.36730958444424,0.580267973435603,0.3995,0.25693227572062,1,0.565846868092194,1
"697",0,-0.930360102099714,-1.18691747505175,-0.667880118220789,-0.0705863236076712,0.987386967146367,-0.185097800944975,0.3995,0.578045111149549,0,0.578045111149549,1
"230",0,-0.885311727524788,-0.634012397373073,-0.996389236175542,0.0200894171607639,1.71957569354737,1.1365581970945,0.3995,0.212137971452534,1,0.571598053677008,1
"806",1,0.159841781475791,-1.04905080529228,2.21393734838918,-0.475146965164407,1.6644451244343,1.11273761237409,0.3995,0.0907324804532366,1,0.594799219630659,1
"742",0,1.02781948078708,-0.836480823909301,1.08053534356211,0.983966812667636,0.771713504877563,-0.230785827365665,0.3995,0.808889294720828,1,0.978709530550987,1
"1689",1,-0.530668785907361,0.53454589072934,-0.0368683698513955,-1.04247676512662,0.189126563547496,0.31444835369092,0.3995,0.950331452150481,1,1.120462247869,1
"907",0,-1.68619976982451,-2.27279559700161,-0.393748028282461,-0.4094200058679,-0.806628351598128,-0.190549675494193,0.3995,1.19093321962282,0,1.19093321962282,1
"396",1,-0.706460418483369,0.481641111961011,0.305800805160832,-1.39472416068649,-0.339002794130444,1.53476339124113,0.3995,0.742393187796444,1,2.96348170540296,1
"1243",0,1.37252446401774,1.18112857763987,0.532807414217004,-1.08761203235491,-0.0516953880145996,-0.660684632718359,0.3995,0.41330729037174,1,1.97575620794669,1
"1752",0,-0.0883910052750995,1.17308987962504,-0.273880626187925,-0.700367308507351,0.796357542343157,0.794249544853591,0.3995,0.794852637453005,0,0.794852637453005,1
"151",0,-0.138377488093741,-0.549306081157538,1.08183309738189,0.584988513594925,0.336109474065647,-0.390135873515057,0.3995,0.0858701602555811,0,0.0858701602555811,1
"1500",1,0.133724387258212,0.543113097540672,-0.0848375536029526,-2.48816481261626,0.81630048438727,0.123633314634177,0.3995,1.25302351242059,1,1.61394960712641,1
"1681",0,0.704767480048965,-0.187577530783055,-0.810393131050938,-1.50840874225293,1.3413245736874,1.31342631929681,0.3995,1.19275855638501,1,1.28439284674823,1
"506",0,-0.841120191906714,-1.13612002258826,-0.698854339006156,-0.786730727855404,0.103789215168072,0.801449305190066,0.3995,2.29569400984018,1,2.29806019272655,1
"1655",0,-0.106292543148978,0.236245777172002,-0.307159206223566,0.077647718138438,0.136216955710581,-1.23488853683432,0.3995,1.07698096940294,0,1.07698096940294,1
"263",1,0.277473281784927,-1.43392831449021,0.0950816586292439,0.0756825532896569,-0.0594621508132908,-0.328922113718193,0.3995,0.51494190453531,1,1.91751985461451,1
"1836",1,-0.150144067911233,0.500410472081007,-0.133083554500072,0.205171271719495,-0.895125467411176,0.584632996550195,0.3995,0.444729462735011,1,1.83495257981122,1
"104",0,1.7574883704088,-1.13474302485546,-0.795048210193731,-1.07548525049982,0.611089235004184,-0.575995609929871,0.3995,0.226140577811748,0,0.226140577811748,1
"301",1,0.429659455845893,-0.185318392822416,0.180546569727678,-0.797310577217761,0.641349934111201,-0.783214959491213,0.3995,0.470752229125512,1,2.64492982858792,1
"685",0,0.642898291527232,0.621169728960304,-1.0083259135195,-0.67814422456258,0.250150789434622,-0.623728928078175,0.3995,0.0228079310618341,0,0.0228079310618341,1
"205",0,-0.74573663345143,0.296802167840098,0.999600372908935,-0.146460578791678,-0.699983543997914,-0.534333310566747,0.3995,1.62560020424881,1,2.52038583601825,1
"26",0,-1.24826868999077,0.234626063946915,1.03333194712606,0.541835469787434,0.74805776897254,0.908745798411722,0.3995,0.785716536222805,1,1.5408500181511,1
"726",1,1.55160998607034,0.265884719162243,0.1688546617744,0.122226778453618,-0.497941680116974,0.0437896009291484,0.3995,0.272195398062587,1,0.302129944553599,1
"1915",1,1.75808404226046,-0.143747297303981,-0.231539526210443,-2.21439226347487,0.2349329641797,-0.228123045591839,0.3995,0.115008205873892,0,0.115008205873892,1
"1212",0,0.0436051592263006,0.0122320589821925,-1.2863760784563,0.287958186104887,-0.547287046258505,-0.987289114921592,0.3995,1.12041806975072,1,1.33459913986735,1
"755",1,-1.40130589469414,-0.310448511796773,0.234026466432753,0.348835420649995,0.982384872744492,1.3540410437516,0.3995,1.56973656459021,1,1.61280008987524,1
"1154",1,0.462529853982457,1.68683419057013,-0.823160638904816,-1.14837546776282,-1.39980822542876,-1.30129669403543,0.3995,0.781354547993195,1,0.970562520436943,1
"587",1,0.76399791818658,-1.02742806815967,-0.992717411695244,0.771270145273328,-0.983686002607933,-0.0926322777650733,0.3995,0.226157911907575,1,0.441445878474042,1
"935",1,-1.13483624372072,-1.80603376842505,0.110328048967362,-1.08432701486867,0.636736609672164,0.361072265543912,0.3995,1.9062066886587,1,2.43030638038181,1
"242",1,-0.682937884491099,-0.0577274856196514,0.15448762298214,1.34299552116718,-0.279127539550876,-0.0649953334066492,0.3995,1.35000442854597,1,2.80046972888522,1
